a,q,e,i,w,Node,varpi,varpi_rad,i_rad,varpi_sin,varpi_cos
549.5480838,76.22242913267678,0.8612998,11.92592,311.01037,144.47861,95.48898000000003,1.6665971003710154,0.20814657032944214,0.9954146144757784,-0.09565430093852324
345.9086464,47.36492504290559,0.863071,25.49988,327.26634,66.03962,33.30596000000003,0.581298662537531,0.44505686486345164,0.5491097570662201,0.8357502466016249
567.9240503,35.61565304241359,0.937288,18.56583,285.92301,112.95883,38.88184000000001,0.6786161272336322,0.3240348618655388,0.6277163605507109,0.7784421434486766
1418.608757,64.71253380719324,0.9543831,11.67835,118.14579,301.12607,59.27186000000006,1.0344891107811274,0.20382565870027977,0.8596014220740427,0.5109651604251345
367.2117883,32.14406749473465,0.9124645,15.81808,225.03936,294.26776,159.30711999999994,2.780433765869708,0.2760775773438646,0.35335859581276824,-0.9354879490219148
491.3586464,46.0689513767651,0.9062417,12.39018,263.14067,104.90138,8.042050000000017,0.1403602511100103,0.21624943591475104,0.13989983199329323,0.9901656613962374
327.2745986,38.179331033318256,0.8833416,6.49966,265.71371,94.81485,0.5285599999999704,0.009225112294340712,0.11344046726017465,0.009224981447908327,0.999957448953347
491.3292226,35.32214914193662,0.928109,54.08623,347.68188,135.29817,122.98005,2.1464067867672525,0.9439827934909327,0.8388601567027122,-0.5443469826284528
356.6899492,48.456186922840324,0.8641504,21.54286,347.26893,130.59033,117.85926,2.057032140964052,0.37599383729618563,0.8840981268048735,-0.4673012970023877
269.6820373,80.63622362647902,0.7009952,23.99666,294.2913,90.902,25.193299999999965,0.4397060344426868,0.41882072648162244,0.42567348083898293,0.9048768356579938
285.2610774,43.543021059244985,0.8473573,17.40377,40.60664,217.70305,258.30969,4.5083545803058716,0.30375308875981355,-0.9792570924925436,-0.20262168394091007
382.7161158,36.16028158396616,0.9055167,29.4894,312.31045,67.65734,19.967790000000036,0.3485036798467992,0.5146871244376158,0.3414918217888024,0.9398847459403545
839.9912622,49.91597676147772,0.9405756,4.22267,32.21183,29.51857,61.7304,1.0773987285731077,0.07369949472518895,0.8807287713293281,0.4736209785817474
2447.679597,36.00536687187,0.98529,20.61112,133.9008,336.76872,110.66951999999998,1.9315475056017146,0.35973190652365367,0.9356319387155462,-0.35297715967947346
307.7532326,47.39147424389268,0.8460082,17.95674,341.61517,34.94793,16.563099999999963,0.2890806293370721,0.31340423592456657,0.2850711230723997,0.9585063665882667
382.2836224,35.62179958902783,0.9068184,42.95498,175.00021,149.27799,324.27819999999997,5.659722282440676,0.7497058311283138,-0.5838501520934194,0.811861441318955
365.6089022,34.99315924736641,0.904288,23.52183,225.47445,192.32515,57.7996,1.0087933263357145,0.41053337959437786,0.8461894459287336,0.5328821836004868
288.385332,42.78130071593639,0.8516523,24.14856,235.59427,115.00378,350.59805,6.119090323571705,0.4214718816154019,-0.16335953906545586,0.9865666024127929
319.9370907,33.93902256258321,0.8939197,12.91547,244.5889,272.94013,157.52903000000003,2.7494002409729235,0.22541747594255201,0.38221528207062444,-0.9240733077801095
275.6010235,39.42544297433609,0.8569474,6.83851,43.11969,165.90435,209.02403999999999,3.648157713820328,0.11935451543055743,-0.48517654800738025,-0.8744162151193459
311.9827006,35.59969080179475,0.8858921,24.83449,207.71041,1.11186,208.82227,3.6446361629885793,0.4334436185536065,-0.48209424481052643,-0.8761193635119408
512.0048297,35.48147389386324,0.9307009,1.9284,145.04313,356.18074,141.22387000000003,2.464821513908445,0.033656929295458646,0.6262790769343101,-0.7795989467632114
309.9158994,38.33892112502549,0.8762925,8.80697,128.73638,46.05668,174.79306,3.0507144066359997,0.153710623624365,0.09075320687700067,-0.9958734133621302
364.7214101,32.907098642695516,0.9097747,11.91214,158.72329,113.84687,272.57016,4.757246734687747,0.20790606395851735,-0.998994059637368,0.04484271188555504
628.5359776,40.4850708283779,0.9355883,14.00966,31.96374,219.15162,251.11536,4.382789834330868,0.2445146940849488,-0.9461721614446928,-0.32366377756412285
454.3877211,45.53055842966221,0.899798,12.1342,65.06019,8.60787,73.66806000000001,1.285750200556734,0.21178174209549594,0.9596486829009437,0.28120171657812476
